User ID,Resource ID,Ratings,Time Spent (minutes),Topics/Subjects of Interest,Preferred Learning Formats,Learning Goals/Objectives
1160,271,4.300743038543509,60,Political Science,Text,Advance career
1160,1516,3.781084311434887,99,Operations Management,Interactive,Gain new skills
1160,872,4.037844840785677,11,Culinary Arts,Text,Personal interest
1160,1346,1.122805182695637,62,Software Engineering,Text,Gain new skills
1161,977,4.882416078618391,84,Quantum Mechanics,Video,Advance career
1161,700,3.1493252117474704,40,Nanotechnology,Text,Gain new skills
1161,1669,1.391563747765503,120,Materials Science,Interactive,Personal interest
1161,61,3.9368577190511957,9,Religious Studies,Text,Personal interest
1161,1459,1.4809859130089578,7,Cybersecurity,Text,Gain new skills
1161,331,4.920999330898345,31,Operations Management,Interactive,Advance career
1161,1463,1.6260809914884113,42,Materials Science,Text,Advance career
1161,144,3.367758701078433,9,English Language,Text,Personal interest
1161,687,2.597143347301725,20,Brand Management,Video,Gain new skills
1162,1441,1.3531955806212332,66,Quantum Computing,Video,Personal interest
1162,210,2.12019566164369,86,Public Relations,Video,Personal interest
1162,929,2.9186899631695824,111,Deep Learning,Text,Advance career
1162,1688,2.6201098194991737,96,Quantum Mechanics,Video,Personal interest
1162,237,3.3545950552874246,20,Chemistry,Text,Personal interest
1162,453,4.895240534493542,120,Human Resources Management,Video,Advance career
1163,1153,3.1811477675714457,81,Urban Planning,Interactive,Gain new skills
1163,1024,2.306854304191919,43,Civil Engineering,Video,Gain new skills
1163,1317,4.309670624142142,62,Music Composition,Video,Advance career
1163,1621,1.3824458819904146,99,Pharmacology,Text,Advance career
1163,647,4.845598056387608,26,Business Administration,Text,Advance career
1163,1990,2.0321392645960863,23,Music Theory,Video,Gain new skills
1164,414,3.74944902532283,42,Mechanical Engineering,Video,Gain new skills
1164,886,2.3836594717483974,59,Cryptocurrency Trading,Text,Gain new skills
1164,1568,1.5247364980350846,30,Information Technology,Text,Personal interest
1164,1288,2.056259461418032,94,Mechanical Engineering,Video,Personal interest
1164,1890,2.7337529408428916,51,Interior Design,Interactive,Advance career
1164,710,1.645810547045349,14,Psychology,Video,Gain new skills
1164,513,2.5245463441469886,47,Social Media Management,Text,Gain new skills
1164,1808,3.1848677373110865,109,Public Relations,Text,Gain new skills
1164,860,2.3903054761001905,76,Graphic Design,Interactive,Gain new skills
1164,774,3.7333777359688622,74,Cultural Studies,Interactive,Advance career
1164,710,2.5806245556658665,32,Graphic Design,Video,Advance career
1164,1548,2.062451591866879,102,Tax Law,Interactive,Personal interest
1164,1158,2.3365444974880374,77,Civil Engineering,Interactive,Advance career
1164,1791,4.466687555729393,76,Materials Science,Text,Gain new skills
1164,137,4.593486787042497,104,Architecture,Interactive,Gain new skills
1165,1124,1.3957432188482972,24,Geology,Text,Advance career
1165,1453,4.731869589843848,116,Geology,Video,Advance career
1165,268,4.681387703110628,26,Biology,Interactive,Gain new skills
1165,867,2.183011151034899,92,Information Technology,Video,Gain new skills
1165,783,3.223839312278498,28,Software Engineering,Interactive,Personal interest
1165,1589,2.3583177411888228,45,Human Resources Management,Text,Personal interest
1166,1152,2.7492952865403013,27,Conflict Resolution,Video,Gain new skills
1166,112,3.1933781156091623,86,Psychology,Video,Advance career
1166,1694,4.640317979156086,54,Biology,Text,Gain new skills
1166,166,1.0594608730749755,67,Cultural Studies,Text,Gain new skills
1166,1449,1.757674950982576,108,Choreography,Video,Advance career
1166,1340,4.298640999424764,76,Choreography,Video,Advance career
1166,1904,3.0091366334262357,26,Mechanical Engineering,Interactive,Personal interest
1166,647,3.533964610481915,117,Mechanical Engineering,Interactive,Gain new skills
1166,1539,1.6128161070921219,96,Renewable Energy,Text,Advance career
1166,683,4.482994591075643,69,Engineering,Interactive,Advance career
1166,1239,3.810888630399339,120,Human Rights,Video,Personal interest
1166,1296,1.8212886189673383,31,Organizational Behavior,Interactive,Personal interest
1167,1647,2.9245693808199897,100,Renewable Energy,Text,Gain new skills
1167,432,4.3334564105319275,43,Communication Studies,Video,Gain new skills
1167,491,1.9071995701452664,93,Marketing,Interactive,Gain new skills
1167,1652,2.901940605075786,81,Nutrition,Interactive,Advance career
1167,36,4.229434245174199,61,Zoology,Video,Gain new skills
1167,444,3.172241734965857,56,Political Science,Video,Advance career
1167,324,1.3786835086613638,47,Operations Management,Text,Personal interest
1167,76,2.25130329420043,25,Photography,Interactive,Gain new skills
1167,1160,2.717603322629533,65,Social Media Management,Interactive,Gain new skills
1167,1844,2.0179169089285613,18,Art History,Text,Gain new skills
1167,1815,3.15427863229022,90,Renewable Energy,Text,Advance career
1167,418,3.3159270158883585,64,Quantum Computing,Text,Personal interest
1168,555,1.4535291878755667,75,Paleontology,Text,Advance career
1168,693,4.143263348571132,89,Photography,Text,Personal interest
1168,1284,2.9672958280361996,104,Operations Management,Video,Advance career
1168,1746,2.1792191569274504,114,Zoology,Text,Gain new skills
1168,1933,1.523542077814949,65,Public Relations,Interactive,Gain new skills
1168,1453,2.6752750791760533,110,Sports Science,Text,Personal interest
1168,388,4.340377269275849,47,Statistics,Video,Advance career
1168,79,1.5442506424666247,82,Information Technology,Interactive,Advance career
1168,1212,1.2201609458189826,39,Literature,Video,Personal interest
1168,837,1.777099777115473,12,English Language,Video,Personal interest
1168,764,2.0730759579469527,116,International Relations,Text,Gain new skills
1168,340,3.2317547715188217,37,Law,Video,Gain new skills
1168,555,3.6907892674645253,79,Medicine,Text,Personal interest
1169,1918,2.001247378912055,96,Brand Management,Interactive,Gain new skills
1169,617,2.1974846900934657,50,Paleontology,Text,Personal interest
1169,169,4.215664848681103,34,Fashion Design,Video,Gain new skills
1169,1303,2.8338004951624254,25,Engineering,Video,Advance career
1169,1930,3.4279923481716166,52,Psychology,Text,Advance career
1169,1228,4.978510436905286,14,Mechanical Engineering,Video,Advance career
1169,1946,2.0883019343268296,35,Film Studies,Video,Gain new skills
1169,1486,2.5009573911695413,66,Law,Text,Gain new skills
1169,914,1.6049565800772299,44,Music Theory,Interactive,Gain new skills
1169,59,3.382667343219543,61,Sports Science,Video,Advance career
1169,1703,4.509766871529784,39,Computer Science,Video,Gain new skills
1169,869,4.201672390348614,77,Education,Interactive,Personal interest
1170,1515,2.5653176554947823,101,Developmental Psychology,Text,Advance career
1170,49,1.5497670921956699,108,Journalism,Text,Personal interest
1170,778,4.64156983408054,48,Human Rights,Video,Gain new skills
1170,1764,2.830849930914709,70,Music Theory,Interactive,Gain new skills
1170,1329,4.259354629312167,73,Medicine,Video,Advance career
1171,126,4.594985090041511,10,Marketing,Interactive,Gain new skills
1171,494,4.993619220442577,10,Human Resources Management,Text,Advance career
1171,1976,4.003041741916009,72,Linguistic Anthropology,Text,Gain new skills
1171,867,4.980780320679452,68,Cybersecurity,Text,Gain new skills
1171,1881,1.8204307165772202,60,Tax Law,Interactive,Advance career
1171,106,3.773904575361646,24,Agriculture,Interactive,Gain new skills
1171,939,4.254931009843881,105,Tax Law,Text,Personal interest
1171,629,1.4034792891881955,114,Human Rights,Interactive,Advance career
1171,1859,1.7874030264574725,11,Paleontology,Interactive,Advance career
1171,1560,3.675073382101422,47,Conflict Resolution,Interactive,Personal interest
1171,1421,2.2228927113055987,57,Architecture,Text,Advance career
1171,525,4.695457239898045,104,Urban Planning,Text,Advance career
1171,565,1.7176692341234965,116,Music Theory,Interactive,Personal interest
1171,1749,3.4615856227382737,80,Data Science,Interactive,Personal interest
1171,766,4.141173264593409,91,Macroeconomics,Video,Gain new skills
1172,782,1.9193861370471073,8,Linguistics,Video,Personal interest
1172,471,1.4090751545275686,77,Psychology,Text,Personal interest
1172,600,2.8015197934941374,104,Law,Interactive,Advance career
1172,846,1.1780557991684657,8,Social Media Management,Text,Gain new skills
1172,1598,3.9357176982024695,31,Marine Biology,Text,Personal interest
1172,55,4.18489600062416,12,Medicine,Interactive,Gain new skills
1172,1055,4.687277153902517,20,Public Relations,Video,Gain new skills
1173,1259,1.206119498814627,78,Human Resources Management,Text,Personal interest
1173,1768,1.9290038900826132,59,Law,Interactive,Advance career
1173,324,2.6801398955489404,75,Sociology,Text,Personal interest
1173,221,1.382638531271843,81,Materials Science,Text,Advance career
1173,323,4.014748313102077,37,Forensic Science,Text,Advance career
1173,798,4.415753956258973,56,Artificial Intelligence,Interactive,Gain new skills
1173,305,3.164319751044203,30,Biochemistry,Interactive,Gain new skills
1173,1137,3.9323253761468413,71,Journalism,Interactive,Gain new skills
1174,1688,2.655668641228142,74,Architecture,Text,Personal interest
1174,95,4.766028696207162,99,Game Design,Video,Advance career
1174,1587,3.0823937351025985,19,Electrical Engineering,Text,Gain new skills
1174,207,2.200865469905651,90,Supply Chain Management,Text,Personal interest
1174,203,3.8119616492238886,97,Supply Chain Management,Interactive,Gain new skills
1174,599,4.984655749352202,110,Astronomy,Text,Gain new skills
1174,1816,2.966147829102005,106,Genetics,Interactive,Personal interest
1174,1502,3.8575252706766197,54,Religious Studies,Video,Advance career
1174,584,1.8854218406129215,93,Chemistry,Text,Gain new skills
1174,1356,1.389838694787632,27,Developmental Psychology,Video,Advance career
1174,1774,2.0749380374010826,90,Human Resources Management,Text,Advance career
1174,1236,2.5249760536848243,72,Organizational Behavior,Video,Personal interest
1175,1091,2.2290817646680625,27,Game Theory,Interactive,Advance career
1175,1701,2.990309825926478,13,Music Composition,Video,Personal interest
1175,1205,3.403322632056113,30,Developmental Psychology,Interactive,Gain new skills
1175,285,1.0714370116841567,107,Cryptocurrency Trading,Text,Personal interest
1175,1438,1.144601669193483,5,Public Relations,Text,Gain new skills
1175,1115,2.0326252627156953,18,Fashion Design,Interactive,Gain new skills
1176,1943,4.108468009978233,95,Photography,Interactive,Gain new skills
1176,582,3.143186315231959,55,Development Studies,Video,Gain new skills
1176,1295,3.961463026846709,70,Geology,Interactive,Personal interest
1176,1246,1.1654759556032093,73,Economics,Interactive,Personal interest
1176,115,1.2261080297643057,98,Religious Studies,Interactive,Personal interest
1176,562,1.2663325631280666,114,Deep Learning,Video,Advance career
1177,1516,2.8692979486430517,23,Medicine,Video,Gain new skills
1177,1181,1.4074158304838629,18,Cryptocurrency Trading,Video,Gain new skills
1177,527,1.6141869567004057,72,Engineering,Video,Personal interest
1177,1139,3.0963972812027007,82,Industrial Psychology,Video,Advance career
1177,1739,2.32009970762643,23,Interior Design,Text,Advance career
1177,1231,2.073545484456376,40,Cognitive Science,Video,Advance career
1178,1952,2.072663325601322,24,Graphic Design,Video,Gain new skills
1178,1710,3.9487783298350405,51,Nutrition,Text,Personal interest
1178,1882,3.252029311644276,15,Communication Studies,Interactive,Gain new skills
1178,608,2.3926109181769015,53,Law,Interactive,Personal interest
1178,819,3.463706012115503,75,Paleontology,Video,Gain new skills
1178,735,3.0674001314002504,62,Geography,Text,Personal interest
1178,1114,2.7262283603598605,119,Marketing,Interactive,Gain new skills
1178,1218,4.043210402524964,64,Cultural Studies,Interactive,Personal interest
1178,223,4.9010263292109855,27,Artificial Intelligence,Video,Personal interest
1178,1627,1.0821010289635256,91,Mathematics,Interactive,Personal interest
1178,1467,2.3163763582379606,71,Urban Planning,Video,Personal interest
1178,1376,4.912787241059341,76,Macroeconomics,Text,Gain new skills
1178,466,2.650564368406305,116,Engineering,Video,Gain new skills
1179,387,2.2145703491159168,49,Choreography,Video,Personal interest
1179,1845,3.5638912380074133,48,Zoology,Text,Advance career
1179,1791,3.731870481443233,117,Architecture,Text,Advance career
1179,1153,3.6318930582550712,27,Biochemistry,Interactive,Personal interest
1179,32,1.4258560169193228,21,Game Theory,Interactive,Gain new skills
1179,1999,3.164498785345631,73,Interior Design,Video,Gain new skills
1179,1056,3.5163860312170714,42,Quantum Computing,Video,Personal interest
1179,1898,4.195454968874821,75,Human Resources Management,Video,Personal interest
1179,466,1.8108803195687262,19,Physics,Interactive,Advance career
1179,605,3.65486560293156,22,Nutrition,Interactive,Gain new skills
1179,828,1.6481914162447016,74,Aerospace Engineering,Interactive,Personal interest
1180,1731,4.711464702021569,101,Law,Interactive,Advance career
1180,1689,3.2385613228050087,13,Game Theory,Video,Advance career
1180,47,1.1093490949245717,117,Statistics,Text,Advance career
1180,1417,1.7987117895091935,98,Music Theory,Text,Gain new skills
1180,1040,1.6077115532783406,34,Music Theory,Interactive,Advance career
1180,1694,2.9247257127123882,56,Fashion Design,Text,Personal interest
1180,1334,4.879486725558458,116,Linguistics,Text,Advance career
1180,1198,1.0798181610977826,105,Data Science,Interactive,Personal interest
1180,1844,3.3647430463447208,79,Anthropology,Video,Personal interest
1180,552,4.287713434115933,55,Geology,Text,Gain new skills
1180,1358,1.8502362671040067,19,Civil Engineering,Interactive,Advance career
1180,838,2.2828791896918563,47,Theater Arts,Video,Advance career
1180,1003,2.6451309988586145,57,Physics,Interactive,Advance career
1180,1995,3.1991696364291418,39,Biology,Video,Advance career
1180,1651,2.0137150383141913,26,Marketing,Interactive,Advance career
1181,1191,3.8494887569007012,34,Political Science,Video,Personal interest
1181,656,2.6957494398036355,92,Political Science,Video,Gain new skills
1181,415,4.68915100354499,64,Environmental Science,Video,Advance career
1181,1542,1.3246227752344297,112,Forensic Science,Text,Advance career
1181,249,2.5801823124059817,36,Conflict Resolution,Text,Advance career
1181,363,2.0017295218934152,103,Environmental Science,Interactive,Advance career
1181,206,4.610476587142593,52,Civil Engineering,Interactive,Advance career
1181,506,3.691075990539852,104,Anthropology,Interactive,Advance career
1181,1047,3.5844943868251584,31,Urban Planning,Interactive,Gain new skills
1181,337,2.7890740488664223,86,Geology,Text,Advance career
1181,1121,1.9517807158922262,110,Software Engineering,Video,Personal interest
1181,1827,3.894280464983952,68,Industrial Psychology,Interactive,Gain new skills
1181,491,1.2213193738847985,57,Supply Chain Management,Interactive,Gain new skills
1181,1093,2.852052433122737,80,Environmental Science,Interactive,Personal interest
1182,1725,3.2643078209605427,62,Organizational Behavior,Text,Personal interest
1182,909,3.3590434026395104,33,Neurobiology,Video,Advance career
1182,1608,2.8134915196886867,103,Cybersecurity,Text,Gain new skills
1182,1964,4.529897978301449,102,History,Interactive,Gain new skills
1182,820,1.5170272769971578,99,Graphic Design,Text,Personal interest
1182,1453,1.2090445942153822,50,Anthropology,Interactive,Gain new skills
1182,1012,2.7624459699011936,28,Physics,Text,Advance career
1182,936,4.644452941866736,14,Economics,Interactive,Personal interest
1183,719,1.4033552296745317,31,Journalism,Interactive,Gain new skills
1183,989,1.792906050952372,83,Theater Arts,Text,Advance career
1183,674,4.467899501313922,33,Theater Arts,Video,Personal interest
1183,640,4.452807271391686,79,Art History,Interactive,Advance career
1183,1545,2.182759237207763,39,Music Theory,Text,Gain new skills
1183,973,4.9478546965625485,100,Zoology,Video,Personal interest
1183,1246,3.8634517222396196,105,Human Rights,Text,Gain new skills
1184,1045,3.6812658956048145,106,Theater Arts,Text,Personal interest
1184,360,1.2093806644140925,57,Film Studies,Text,Gain new skills
1184,801,4.981724443258994,88,Art History,Text,Personal interest
1184,1518,4.164535371857696,86,Data Science,Video,Advance career
1184,423,3.6341200276253693,65,Quantum Computing,Text,Advance career
1185,850,1.6886955033003046,39,Organizational Behavior,Interactive,Advance career
1185,466,2.4063530155647515,105,Supply Chain Management,Video,Advance career
1185,1753,1.0705019471045616,63,Cultural Studies,Text,Advance career
1185,1586,4.480817145149549,10,Artificial Intelligence,Video,Advance career
1185,733,2.750951997691104,32,Business Administration,Interactive,Personal interest
1185,50,4.292458883062897,7,Economics,Interactive,Advance career
1185,359,3.9425152067112696,117,Photography,Interactive,Personal interest
1186,576,2.609551021821535,32,Geology,Interactive,Gain new skills
1186,1588,1.504515255914609,9,Psychology,Text,Personal interest
1186,702,4.873534348759198,24,Human Resources Management,Text,Gain new skills
1186,479,3.595787308725616,66,Environmental Science,Video,Gain new skills
1186,1553,1.2956806229058562,69,Music Composition,Text,Gain new skills
1186,1414,1.8630670899231352,108,Law,Video,Personal interest
1186,308,3.1906878286057694,45,Chemistry,Video,Advance career
1186,1787,2.140458831706226,91,Sociology,Interactive,Personal interest
1186,202,4.202156726760565,18,Pharmacology,Interactive,Gain new skills
1186,1272,3.9671488290506542,51,International Relations,Interactive,Advance career
1187,8,2.5785322079561905,14,Human Rights,Interactive,Personal interest
1187,1747,3.112582671947239,17,Education,Text,Gain new skills
1187,87,1.5714200251286008,33,Organizational Behavior,Video,Advance career
1187,26,3.761417397876346,71,Neurobiology,Video,Gain new skills
1187,924,4.324236026864107,67,Social Media Management,Interactive,Personal interest
1187,1590,2.4475507510604366,34,Social Media Management,Video,Advance career
1187,394,2.7166437934885934,110,Mechanical Engineering,Text,Personal interest
1187,240,4.593165836090174,26,Urban Planning,Video,Advance career
1187,1883,4.354993887972357,31,Music Theory,Interactive,Personal interest
1187,1036,2.603239707379004,8,Mechanical Engineering,Text,Gain new skills
1187,161,2.085514658848578,33,Linguistic Anthropology,Interactive,Advance career
1187,261,1.351710572604809,73,History,Text,Gain new skills
1187,991,1.4025075360200128,109,Genetics,Interactive,Gain new skills
1187,1285,3.9799469409726,32,Macroeconomics,Interactive,Personal interest
1188,1484,2.111190959601504,113,Music Theory,Text,Personal interest
1188,1639,2.834403311202512,55,Art History,Video,Advance career
1188,1623,1.4660389578431468,106,Data Science,Interactive,Advance career
1188,568,3.533337107172235,72,Quantum Mechanics,Interactive,Personal interest
1188,1426,4.879602032561543,31,Quantum Computing,Video,Personal interest
1188,1419,2.9551919100192623,101,Biology,Text,Personal interest
1188,1545,1.5720336357837774,27,Culinary Arts,Interactive,Gain new skills
1188,65,3.625933156005646,89,Art History,Interactive,Advance career
1188,836,4.096673329830372,105,Game Theory,Video,Gain new skills
1188,51,2.860295890859587,10,Game Theory,Interactive,Personal interest
1188,961,2.0907736679908675,17,Game Theory,Text,Gain new skills
1189,960,4.482341101833091,46,Engineering,Text,Gain new skills
1189,1802,4.033119788295571,88,Data Science,Text,Personal interest
1189,1650,4.620263479478803,112,Mechanical Engineering,Interactive,Gain new skills
1189,1557,1.8738186035731088,33,Music Composition,Video,Advance career
1189,836,4.959348273322361,13,Economics,Text,Gain new skills
1189,1136,1.5309667901766644,101,Art History,Text,Personal interest
1190,868,1.9207367887249962,115,Urban Planning,Text,Gain new skills
1190,1965,1.3796219986073468,108,Public Health,Video,Personal interest
1190,115,3.651032612410072,115,Marine Biology,Text,Advance career
1190,1835,4.28017948400047,67,Renewable Energy,Text,Gain new skills
1190,1253,1.337625603303473,48,Political Science,Text,Advance career
1191,211,4.86229847485707,59,Materials Science,Video,Personal interest
1191,626,4.2599869222886655,112,Social Media Management,Text,Personal interest
1191,595,4.595202112326347,22,Theater Arts,Video,Personal interest
1191,194,3.043698987218887,43,Biochemistry,Text,Advance career
1191,1263,2.563924095172211,59,Music Theory,Interactive,Gain new skills
1191,573,1.118760048472403,21,Urban Planning,Video,Advance career
1191,1210,3.226103414461091,108,Theater Arts,Video,Gain new skills
1191,74,1.1890833227328095,37,Supply Chain Management,Video,Personal interest
1191,845,4.8613570762081135,17,Forensic Science,Interactive,Gain new skills
1191,821,3.1507510408498454,65,Marine Biology,Text,Advance career
1191,47,3.890931943373597,61,Public Relations,Text,Advance career
1191,1887,2.274308950941013,12,Quantum Computing,Interactive,Personal interest
1191,408,2.023853206049609,34,English Language,Text,Gain new skills
1191,956,2.2580978879045333,106,Public Health,Video,Gain new skills
1191,1418,1.518436045784115,88,Microeconomics,Video,Advance career
1192,1145,2.416664414146059,7,Macroeconomics,Text,Advance career
1192,1229,4.841950735794645,113,Organizational Behavior,Video,Gain new skills
1192,1741,1.2337229173561215,98,Civil Engineering,Interactive,Personal interest
1192,135,1.8906787103531357,28,Theater Arts,Text,Gain new skills
1192,749,3.2750494351123485,68,Developmental Psychology,Text,Advance career
1192,951,4.4226176066934055,50,Education,Video,Personal interest
1192,994,2.4939491262914015,116,Cultural Studies,Interactive,Advance career
1193,282,4.618671039367208,108,Materials Science,Text,Advance career
1193,1418,3.096309824609267,31,Chemistry,Interactive,Gain new skills
1193,1560,3.4006783901294186,117,Civil Engineering,Text,Gain new skills
1193,1250,1.144401381830637,113,Game Design,Text,Personal interest
1193,1714,4.203842332498429,104,Behavioral Economics,Video,Gain new skills
1193,500,2.976340678723945,5,Nutrition,Video,Advance career
1194,265,2.1506613899397498,82,Quantum Computing,Interactive,Advance career
1194,1291,4.66277775094356,13,Philosophy,Text,Personal interest
1194,123,4.400570009514732,49,Cultural Studies,Video,Advance career
1194,563,1.3690988103897999,6,Public Relations,Video,Gain new skills
1194,1557,2.3791222252410757,50,Behavioral Economics,Interactive,Advance career
1194,1054,2.2018654033030147,100,Music Theory,Video,Advance career
1194,670,1.2220953668295058,17,Cybersecurity,Interactive,Gain new skills
1194,1386,3.636977780511517,113,Marketing,Video,Gain new skills
1194,1843,3.5917653636228497,5,Biochemistry,Video,Personal interest
1194,498,2.8756611998340054,30,Organizational Behavior,Text,Gain new skills
1194,1000,1.9353551495028314,33,Civil Engineering,Interactive,Personal interest
1194,1404,2.831228426034624,56,Conflict Resolution,Interactive,Personal interest
1194,21,2.3165047138815575,76,Sociology,Video,Gain new skills
1195,264,1.0245285591142008,91,Interior Design,Text,Personal interest
1195,1350,2.335800189721968,24,Law,Text,Personal interest
1195,902,1.9146426769002463,11,Nutrition,Video,Gain new skills
1195,969,3.7515227123114263,61,Brand Management,Video,Personal interest
1195,299,4.38382622372889,105,Cryptography,Interactive,Gain new skills
1195,1860,4.621620030047877,40,Business Administration,Text,Advance career
1195,415,2.008691216486726,116,Art History,Interactive,Gain new skills
1195,1605,2.9432128964299307,6,Psychology,Interactive,Gain new skills
1195,281,3.5265772946986957,25,Developmental Psychology,Interactive,Advance career
1195,1313,1.6682961230122393,30,Macroeconomics,Interactive,Gain new skills
1195,1037,1.5352394768674027,99,Journalism,Video,Personal interest
1195,249,1.7430077962076758,5,History,Text,Personal interest
1195,1320,4.4348075953112875,89,English Language,Interactive,Gain new skills
1195,359,4.578770155795155,95,Organizational Behavior,Text,Advance career
1196,631,1.5753760241933694,96,Social Media Management,Interactive,Advance career
1196,1918,2.4350991024128703,49,Social Media Management,Interactive,Advance career
1196,1597,3.4475173242116783,18,Game Theory,Interactive,Gain new skills
1196,304,3.260416771149392,87,Chemistry,Video,Gain new skills
1196,1233,4.292916471941517,38,Public Health,Text,Gain new skills
1196,1844,4.50968919243833,13,Communication Studies,Video,Advance career
1196,1087,3.350389640583064,73,Paleontology,Interactive,Personal interest
1196,67,3.5486343979020685,114,Geology,Video,Advance career
1196,441,2.9727351605410157,68,Materials Science,Interactive,Advance career
1196,1969,4.9625065617323285,53,Cognitive Science,Text,Personal interest
1196,620,4.191468164487203,78,Theater Arts,Text,Personal interest
1197,1876,2.034462341102642,35,Linguistics,Text,Personal interest
1197,1263,2.8077262666250387,81,Film Studies,Video,Personal interest
1197,283,4.104384906636003,43,Tax Law,Interactive,Advance career
1197,1048,2.6395876330891266,102,Cryptography,Interactive,Advance career
1197,1971,4.976215142850228,103,International Relations,Video,Advance career
1197,220,1.5133761103051055,107,Urban Planning,Interactive,Gain new skills
1197,44,4.257026725168263,110,Social Media Management,Video,Advance career
1197,928,2.4493156215392333,39,Agriculture,Text,Personal interest
1197,1637,1.693334139919728,66,Game Design,Interactive,Advance career
1197,834,1.3466916305760317,90,Public Health,Text,Personal interest
1197,239,1.3490059336234625,18,Aerospace Engineering,Text,Personal interest
1198,194,3.9950012924929674,31,Mathematics,Interactive,Personal interest
1198,88,3.079245830348498,57,International Relations,Video,Advance career
1198,1106,2.442824547632789,26,International Relations,Text,Advance career
1198,1423,2.6639616291211667,113,Tax Law,Text,Gain new skills
1198,1544,4.108873405910842,49,Geology,Video,Advance career
1198,130,1.1424026978491266,64,Public Relations,Text,Personal interest
1198,1113,3.84531023193429,72,Marketing,Interactive,Personal interest
1198,444,3.869472167919128,83,Mechanical Engineering,Text,Gain new skills
1199,1122,3.2891610150864286,47,Anthropology,Interactive,Personal interest
1199,1562,3.7162033428386745,90,Information Technology,Interactive,Advance career
1199,977,2.3661493914408194,92,Human Resources Management,Text,Gain new skills
1199,1719,1.4668314379634282,108,Electrical Engineering,Text,Personal interest
1199,1362,2.087989140990386,87,Theater Arts,Text,Personal interest
1199,1679,3.340903294907055,6,Culinary Arts,Interactive,Gain new skills
1199,1413,1.2092388340107822,18,Social Media Management,Text,Gain new skills
1199,908,1.9798579680412631,105,Engineering,Interactive,Advance career
1200,1798,1.2759650005015084,59,Game Theory,Video,Advance career
1200,1712,2.013786607977528,18,Data Science,Interactive,Advance career
1200,571,2.910319680649897,7,Neurobiology,Interactive,Advance career
1200,1230,1.689419698645148,83,Materials Science,Text,Advance career
1200,1990,1.9987120394262212,103,Macroeconomics,Text,Personal interest
1200,312,4.580049969135181,87,Zoology,Video,Personal interest
1200,1152,1.865602391237819,59,Computer Science,Interactive,Personal interest
1200,1903,4.766590174175473,16,Choreography,Text,Gain new skills
1200,716,2.3943853470606355,96,Microeconomics,Text,Personal interest
1200,97,1.1033158438037254,34,Engineering,Interactive,Advance career
1200,616,3.1157163781314257,120,Robotics,Video,Gain new skills
1200,817,2.5506465949610333,23,Civil Engineering,Interactive,Advance career
1200,1102,1.5833775546429414,65,Game Design,Text,Gain new skills
1201,690,1.7590774546222439,72,Cryptocurrency,Text,Personal interest
1201,643,3.8943584320836533,88,Astronomy,Text,Advance career
1201,1046,4.4856821124375745,43,Geography,Interactive,Gain new skills
1201,498,1.5700442097992564,8,Fashion Design,Video,Advance career
1201,392,4.804708267420206,22,Nutrition,Video,Advance career
1201,1237,1.696429153215821,46,Journalism,Video,Gain new skills
1202,383,2.8846987243612627,37,Wilderness Survival,Video,Personal interest
1202,1024,4.583080896529996,71,Forensic Science,Text,Gain new skills
1202,1438,3.6830447545200315,42,Pharmacology,Interactive,Gain new skills
1202,549,4.52781247543315,65,Macroeconomics,Interactive,Gain new skills
1202,694,3.972565960179691,50,Ethics,Interactive,Advance career
1202,717,2.1296164710010883,5,Developmental Psychology,Interactive,Personal interest
1202,1937,2.761961104727519,45,Theater Arts,Video,Advance career
1202,1236,4.477841342157065,21,Operations Management,Video,Personal interest
1203,565,1.729298546134875,73,Linguistic Anthropology,Video,Gain new skills
1203,357,4.3017235072828,35,Forensic Science,Video,Personal interest
1203,1962,2.0308954698127573,102,Microeconomics,Video,Personal interest
1203,1802,2.1046656366005636,20,Microeconomics,Video,Gain new skills
1203,1925,4.930961833502856,46,Sociology,Interactive,Gain new skills
1203,1069,3.821393741304955,47,Aerospace Engineering,Video,Advance career
1203,1590,4.521477288775399,45,Statistics,Text,Personal interest
1203,958,1.1012039193839742,73,Genetics,Interactive,Advance career
1203,335,2.3070232108734694,99,Wilderness Survival,Video,Gain new skills
1203,1489,3.8104162329368543,111,Software Engineering,Video,Personal interest
1203,1954,4.352073715193864,26,Engineering,Interactive,Personal interest
1204,194,3.5785896026676993,6,Urban Planning,Interactive,Personal interest
1204,495,1.8270343211424547,21,Art History,Text,Personal interest
1204,947,3.4478253651461648,101,Sociology,Interactive,Gain new skills
1204,1079,3.4168649786007355,38,Communication Studies,Video,Advance career
1204,477,2.209272320543107,42,Zoology,Video,Gain new skills
1204,1954,3.4029998232331806,84,Entrepreneurship,Video,Advance career
1204,1617,4.064164176881136,43,Operations Management,Text,Advance career
1204,1847,2.203029375456891,35,Public Health,Interactive,Gain new skills
1204,1429,2.4171603813546416,15,Game Theory,Video,Personal interest
1204,1865,4.070583092156817,69,Software Engineering,Video,Advance career
1204,1900,2.8475262615296004,114,Astronomy,Text,Personal interest
1204,1191,4.748200482141224,107,Developmental Psychology,Interactive,Advance career
1205,1216,3.5986601395448496,26,Tax Law,Text,Advance career
1205,903,1.9473668668981716,72,Environmental Science,Interactive,Advance career
1205,712,2.8925977841304364,68,Public Health,Video,Gain new skills
1205,1215,4.7772979480948,24,Organizational Behavior,Text,Personal interest
