Title,Description,Author/Instructor,Topic/Subject,Difficulty Level,Format,Duration/Length,Price,Reviews,Tags/Keywords,Resource ID,Time Spent (minutes)_x,Topics/Subjects of Interest_x,Preferred Learning Formats_x,Learning Goals/Objectives_x,Interaction Type,Timestamp,Duration Spent (minutes),User ID,Ratings,Publication Year,Citation Count,Popularity Score,Online Courses,Educational Apps
Art History Essentials,A comprehensive guide to Art History.,Christopher Anderson,Art History,Intermediate,Video,12.0,50.0,79.0,Art History,86,70,Geology,Video,Gain new skills,View,2024-03-17 19:35:37.842203,110,1042,2.1770335990746807,2007,354,8.778971704362306,Cybersecurity Essentials,Fashionista
Art History Essentials,A comprehensive guide to Art History.,Christopher Anderson,Art History,Intermediate,Video,12.0,50.0,79.0,Art History,86,70,Geology,Video,Gain new skills,View,2024-03-17 19:35:37.842203,110,1083,1.4188282423270566,2007,354,8.778971704362306,Materials Science Lab,NanoNexus
Art History Essentials,A comprehensive guide to Art History.,Christopher Anderson,Art History,Intermediate,Video,12.0,50.0,79.0,Art History,86,30,Cryptocurrency,Interactive,Personal interest,View,2024-03-17 19:35:37.842203,110,1012,1.4645815856119015,2007,354,8.778971704362306,Developmental Psychology Workshop,GameGenius
Art History Essentials,A comprehensive guide to Art History.,Christopher Anderson,Art History,Intermediate,Video,12.0,50.0,79.0,Art History,86,30,Cryptocurrency,Interactive,Personal interest,View,2024-03-17 19:35:37.842203,110,1042,2.1770335990746807,2007,354,8.778971704362306,Statistical Analysis Workshop,NeuroNest
Art History Essentials,A comprehensive guide to Art History.,Christopher Anderson,Art History,Intermediate,Video,12.0,50.0,79.0,Art History,86,30,Cryptocurrency,Interactive,Personal interest,View,2024-03-17 19:35:37.842203,110,1083,1.4188282423270566,2007,354,8.778971704362306,Graphic Design Masterclass,EnviroEdu
Art History Essentials,A comprehensive guide to Art History.,Christopher Anderson,Art History,Intermediate,Video,12.0,50.0,79.0,Art History,86,61,Machine Learning,Interactive,Advance career,View,2024-03-17 19:35:37.842203,110,1012,1.4645815856119015,2007,354,8.778971704362306,Music Composition Techniques,CryptoCraze
Art History Essentials,A comprehensive guide to Art History.,Christopher Anderson,Art History,Intermediate,Video,12.0,50.0,79.0,Art History,86,61,Machine Learning,Interactive,Advance career,View,2024-03-17 19:35:37.842203,110,1042,2.1770335990746807,2007,354,8.778971704362306,World History Explained,GeoExplorer
Art History Essentials,A comprehensive guide to Art History.,Christopher Anderson,Art History,Intermediate,Video,12.0,50.0,79.0,Art History,86,61,Machine Learning,Interactive,Advance career,View,2024-03-17 19:35:37.842203,110,1083,1.4188282423270566,2007,354,8.778971704362306,Fashion Design Studio,OpMan
Agriculture Essentials,A comprehensive guide to Agriculture.,Jane Smith,Agriculture,Advanced,Video,8.0,20.0,87.0,Agriculture,329,29,Data Science,Text,Personal interest,Bookmark,2024-04-06 19:35:37.848231,16,1012,4.717545403362818,2020,140,3.2589243503266863,Developmental Psychology Workshop,CultAnthro
Agriculture Essentials,A comprehensive guide to Agriculture.,Jane Smith,Agriculture,Advanced,Video,8.0,20.0,87.0,Agriculture,329,29,Data Science,Text,Personal interest,Bookmark,2024-04-04 19:35:37.853339,108,1012,4.717545403362818,2020,140,3.2589243503266863,Cybersecurity Essentials,DigitalMark
Advanced Industrial Psychology Concepts,A comprehensive guide to Industrial Psychology.,Emily Brown,Industrial Psychology,Advanced,Interactive,4.0,0.0,93.0,Industrial Psychology,883,16,Religious Studies,Text,Personal interest,Like,2024-03-27 19:35:37.848231,19,1012,1.735786533850796,2010,387,0.3040867876803865,Chemistry Essentials,StatMaster
Advanced Industrial Psychology Concepts,A comprehensive guide to Industrial Psychology.,Emily Brown,Industrial Psychology,Advanced,Interactive,4.0,0.0,93.0,Industrial Psychology,883,16,Religious Studies,Text,Personal interest,Like,2024-03-27 19:35:37.848231,19,1065,1.8920020922169485,2010,387,0.3040867876803865,Biology Basics,ElectriEdu
Advanced Industrial Psychology Concepts,A comprehensive guide to Industrial Psychology.,Emily Brown,Industrial Psychology,Advanced,Interactive,4.0,0.0,93.0,Industrial Psychology,883,34,Quantum Mechanics,Video,Gain new skills,Like,2024-03-27 19:35:37.848231,19,1012,1.735786533850796,2010,387,0.3040867876803865,Ethical Dilemmas Seminar,MusicMagic
Advanced Industrial Psychology Concepts,A comprehensive guide to Industrial Psychology.,Emily Brown,Industrial Psychology,Advanced,Interactive,4.0,0.0,93.0,Industrial Psychology,883,34,Quantum Mechanics,Video,Gain new skills,Like,2024-03-27 19:35:37.848231,19,1065,1.8920020922169485,2010,387,0.3040867876803865,Art History Journey,AeroEdu
Introduction to Materials Science,A comprehensive guide to Materials Science.,Michael Wilson,Materials Science,Intermediate,Text,12.0,30.0,62.0,Materials Science,883,16,Religious Studies,Text,Personal interest,Like,2024-03-27 19:35:37.848231,19,1012,1.735786533850796,2010,387,0.3040867876803865,Fashion Design Studio,GameTactics
Introduction to Materials Science,A comprehensive guide to Materials Science.,Michael Wilson,Materials Science,Intermediate,Text,12.0,30.0,62.0,Materials Science,883,16,Religious Studies,Text,Personal interest,Like,2024-03-27 19:35:37.848231,19,1065,1.8920020922169485,2010,387,0.3040867876803865,Aerospace Engineering Explained,GameGenius
Introduction to Materials Science,A comprehensive guide to Materials Science.,Michael Wilson,Materials Science,Intermediate,Text,12.0,30.0,62.0,Materials Science,883,34,Quantum Mechanics,Video,Gain new skills,Like,2024-03-27 19:35:37.848231,19,1012,1.735786533850796,2010,387,0.3040867876803865,Business Administration Bootcamp,ChemConnect
Introduction to Materials Science,A comprehensive guide to Materials Science.,Michael Wilson,Materials Science,Intermediate,Text,12.0,30.0,62.0,Materials Science,883,34,Quantum Mechanics,Video,Gain new skills,Like,2024-03-27 19:35:37.848231,19,1065,1.8920020922169485,2010,387,0.3040867876803865,Environmental Science Explorations,MateriMagic
Theater Arts Essentials,A comprehensive guide to Theater Arts.,John Doe,Theater Arts,Advanced,Video,10.0,50.0,59.0,Theater Arts,352,116,Graphic Design,Text,Personal interest,Bookmark,2024-04-03 19:35:37.853339,38,1012,4.410096843421751,2005,795,2.892553178975218,Political Science Crash Course,EthicEase
Art History Essentials,A comprehensive guide to Art History.,Kevin Lee,Art History,Advanced,Interactive,8.0,0.0,28.0,Art History,215,24,Music Theory,Interactive,Gain new skills,Like,2024-03-23 19:35:37.848231,4,1013,1.3295499114146718,2010,544,6.0111455085729695,English Grammar Workshop,ChemConnect
Art History Essentials,A comprehensive guide to Art History.,Kevin Lee,Art History,Advanced,Interactive,8.0,0.0,28.0,Art History,215,24,Music Theory,Interactive,Gain new skills,Like,2024-03-23 19:35:37.848231,4,1083,3.631046978336786,2010,544,6.0111455085729695,Philosophical Thinking,BizBoost
Art History Essentials,A comprehensive guide to Art History.,Kevin Lee,Art History,Advanced,Interactive,8.0,0.0,28.0,Art History,215,24,Music Theory,Interactive,Gain new skills,View,2024-03-29 19:35:37.848231,71,1013,1.3295499114146718,2010,544,6.0111455085729695,Chemistry Essentials,GameTactics
Art History Essentials,A comprehensive guide to Art History.,Kevin Lee,Art History,Advanced,Interactive,8.0,0.0,28.0,Art History,215,24,Music Theory,Interactive,Gain new skills,View,2024-03-29 19:35:37.848231,71,1083,3.631046978336786,2010,544,6.0111455085729695,Digital Marketing Strategies,BioBlitz
Art History Essentials,A comprehensive guide to Art History.,Kevin Lee,Art History,Advanced,Interactive,8.0,0.0,28.0,Art History,215,72,Photography,Interactive,Gain new skills,Like,2024-03-23 19:35:37.848231,4,1013,1.3295499114146718,2010,544,6.0111455085729695,Nanotechnology Explorations,UrbanPlanner
Art History Essentials,A comprehensive guide to Art History.,Kevin Lee,Art History,Advanced,Interactive,8.0,0.0,28.0,Art History,215,72,Photography,Interactive,Gain new skills,Like,2024-03-23 19:35:37.848231,4,1083,3.631046978336786,2010,544,6.0111455085729695,Digital Marketing Strategies,UrbanPlanner
Art History Essentials,A comprehensive guide to Art History.,Kevin Lee,Art History,Advanced,Interactive,8.0,0.0,28.0,Art History,215,72,Photography,Interactive,Gain new skills,View,2024-03-29 19:35:37.848231,71,1013,1.3295499114146718,2010,544,6.0111455085729695,Psychology 101,MusicMagic
Art History Essentials,A comprehensive guide to Art History.,Kevin Lee,Art History,Advanced,Interactive,8.0,0.0,28.0,Art History,215,72,Photography,Interactive,Gain new skills,View,2024-03-29 19:35:37.848231,71,1083,3.631046978336786,2010,544,6.0111455085729695,Chemistry Essentials,EnviroEdu
Ethics for Beginners,A comprehensive guide to Ethics.,Sarah Davis,Ethics,Advanced,Video,4.0,40.0,74.0,Ethics,215,24,Music Theory,Interactive,Gain new skills,Like,2024-03-23 19:35:37.848231,4,1013,1.3295499114146718,2010,544,6.0111455085729695,World History Explained,ConflictCoach
Ethics for Beginners,A comprehensive guide to Ethics.,Sarah Davis,Ethics,Advanced,Video,4.0,40.0,74.0,Ethics,215,24,Music Theory,Interactive,Gain new skills,Like,2024-03-23 19:35:37.848231,4,1083,3.631046978336786,2010,544,6.0111455085729695,Pharmacology Insights,StatMaster
Ethics for Beginners,A comprehensive guide to Ethics.,Sarah Davis,Ethics,Advanced,Video,4.0,40.0,74.0,Ethics,215,24,Music Theory,Interactive,Gain new skills,View,2024-03-29 19:35:37.848231,71,1013,1.3295499114146718,2010,544,6.0111455085729695,Biochemistry Bootcamp,CognoCraft
Ethics for Beginners,A comprehensive guide to Ethics.,Sarah Davis,Ethics,Advanced,Video,4.0,40.0,74.0,Ethics,215,24,Music Theory,Interactive,Gain new skills,View,2024-03-29 19:35:37.848231,71,1083,3.631046978336786,2010,544,6.0111455085729695,Materials Science Lab,DigitalMark
Ethics for Beginners,A comprehensive guide to Ethics.,Sarah Davis,Ethics,Advanced,Video,4.0,40.0,74.0,Ethics,215,72,Photography,Interactive,Gain new skills,Like,2024-03-23 19:35:37.848231,4,1013,1.3295499114146718,2010,544,6.0111455085729695,Music Composition Techniques,RenewTech
Ethics for Beginners,A comprehensive guide to Ethics.,Sarah Davis,Ethics,Advanced,Video,4.0,40.0,74.0,Ethics,215,72,Photography,Interactive,Gain new skills,Like,2024-03-23 19:35:37.848231,4,1083,3.631046978336786,2010,544,6.0111455085729695,Graphic Design Masterclass,PhysicsExplorer
Ethics for Beginners,A comprehensive guide to Ethics.,Sarah Davis,Ethics,Advanced,Video,4.0,40.0,74.0,Ethics,215,72,Photography,Interactive,Gain new skills,View,2024-03-29 19:35:37.848231,71,1013,1.3295499114146718,2010,544,6.0111455085729695,Game Design Workshop,StatMaster
Ethics for Beginners,A comprehensive guide to Ethics.,Sarah Davis,Ethics,Advanced,Video,4.0,40.0,74.0,Ethics,215,72,Photography,Interactive,Gain new skills,View,2024-03-29 19:35:37.848231,71,1083,3.631046978336786,2010,544,6.0111455085729695,Aerospace Engineering Explained,PharmaPedia
Mastering Cybersecurity,A comprehensive guide to Cybersecurity.,Laura Martinez,Cybersecurity,Advanced,Text,4.0,0.0,88.0,Cybersecurity,737,85,Paleontology,Text,Personal interest,View,2024-03-16 19:35:37.842203,87,1013,4.763595789319833,2018,364,9.693130321863082,Agricultural Innovations,ChemConnect
Mastering Cybersecurity,A comprehensive guide to Cybersecurity.,Laura Martinez,Cybersecurity,Advanced,Text,4.0,0.0,88.0,Cybersecurity,737,85,Paleontology,Text,Personal interest,View,2024-03-16 19:35:37.842203,87,1040,3.611371380940423,2018,364,9.693130321863082,Materials Science Lab,BioBlitz
Mastering Cybersecurity,A comprehensive guide to Cybersecurity.,Laura Martinez,Cybersecurity,Advanced,Text,4.0,0.0,88.0,Cybersecurity,737,85,Paleontology,Text,Personal interest,View,2024-03-16 19:35:37.842203,87,1068,3.1223788318879446,2018,364,9.693130321863082,Biology Basics,CyberSecPro
Mastering Cybersecurity,A comprehensive guide to Cybersecurity.,Laura Martinez,Cybersecurity,Advanced,Text,4.0,0.0,88.0,Cybersecurity,737,65,Human Rights,Interactive,Personal interest,View,2024-03-16 19:35:37.842203,87,1013,4.763595789319833,2018,364,9.693130321863082,Choreography Masterclass,GameGenius
Mastering Cybersecurity,A comprehensive guide to Cybersecurity.,Laura Martinez,Cybersecurity,Advanced,Text,4.0,0.0,88.0,Cybersecurity,737,65,Human Rights,Interactive,Personal interest,View,2024-03-16 19:35:37.842203,87,1040,3.611371380940423,2018,364,9.693130321863082,Biology Basics,NeuroNest
Mastering Cybersecurity,A comprehensive guide to Cybersecurity.,Laura Martinez,Cybersecurity,Advanced,Text,4.0,0.0,88.0,Cybersecurity,737,65,Human Rights,Interactive,Personal interest,View,2024-03-16 19:35:37.842203,87,1068,3.1223788318879446,2018,364,9.693130321863082,Biology Basics,MateriMagic
Mastering Cybersecurity,A comprehensive guide to Cybersecurity.,Laura Martinez,Cybersecurity,Advanced,Text,4.0,0.0,88.0,Cybersecurity,737,71,Human Anatomy,Video,Gain new skills,View,2024-03-16 19:35:37.842203,87,1013,4.763595789319833,2018,364,9.693130321863082,Astronomy Adventures,NanoNexus
Mastering Cybersecurity,A comprehensive guide to Cybersecurity.,Laura Martinez,Cybersecurity,Advanced,Text,4.0,0.0,88.0,Cybersecurity,737,71,Human Anatomy,Video,Gain new skills,View,2024-03-16 19:35:37.842203,87,1040,3.611371380940423,2018,364,9.693130321863082,Literary Classics Review,SupplySense
Mastering Cybersecurity,A comprehensive guide to Cybersecurity.,Laura Martinez,Cybersecurity,Advanced,Text,4.0,0.0,88.0,Cybersecurity,737,71,Human Anatomy,Video,Gain new skills,View,2024-03-16 19:35:37.842203,87,1068,3.1223788318879446,2018,364,9.693130321863082,Digital Marketing Strategies,AeroEdu
Physics for Beginners,A comprehensive guide to Physics.,Emily Brown,Physics,Intermediate,Video,10.0,0.0,11.0,Physics,737,85,Paleontology,Text,Personal interest,View,2024-03-16 19:35:37.842203,87,1013,4.763595789319833,2018,364,9.693130321863082,Astronomy Adventures,MusicMagic
Physics for Beginners,A comprehensive guide to Physics.,Emily Brown,Physics,Intermediate,Video,10.0,0.0,11.0,Physics,737,85,Paleontology,Text,Personal interest,View,2024-03-16 19:35:37.842203,87,1040,3.611371380940423,2018,364,9.693130321863082,Supply Chain Management Workshop,AgriApp
Physics for Beginners,A comprehensive guide to Physics.,Emily Brown,Physics,Intermediate,Video,10.0,0.0,11.0,Physics,737,85,Paleontology,Text,Personal interest,View,2024-03-16 19:35:37.842203,87,1068,3.1223788318879446,2018,364,9.693130321863082,Cognitive Science Explorations,BioBlitz
Physics for Beginners,A comprehensive guide to Physics.,Emily Brown,Physics,Intermediate,Video,10.0,0.0,11.0,Physics,737,65,Human Rights,Interactive,Personal interest,View,2024-03-16 19:35:37.842203,87,1013,4.763595789319833,2018,364,9.693130321863082,Game Theory Fundamentals,PhysicsExplorer
Physics for Beginners,A comprehensive guide to Physics.,Emily Brown,Physics,Intermediate,Video,10.0,0.0,11.0,Physics,737,65,Human Rights,Interactive,Personal interest,View,2024-03-16 19:35:37.842203,87,1040,3.611371380940423,2018,364,9.693130321863082,Psychology 101,GeoExplorer
Physics for Beginners,A comprehensive guide to Physics.,Emily Brown,Physics,Intermediate,Video,10.0,0.0,11.0,Physics,737,65,Human Rights,Interactive,Personal interest,View,2024-03-16 19:35:37.842203,87,1068,3.1223788318879446,2018,364,9.693130321863082,Coding for Beginners,LinguaLab
Physics for Beginners,A comprehensive guide to Physics.,Emily Brown,Physics,Intermediate,Video,10.0,0.0,11.0,Physics,737,71,Human Anatomy,Video,Gain new skills,View,2024-03-16 19:35:37.842203,87,1013,4.763595789319833,2018,364,9.693130321863082,Graphic Design Masterclass,EconEase
Physics for Beginners,A comprehensive guide to Physics.,Emily Brown,Physics,Intermediate,Video,10.0,0.0,11.0,Physics,737,71,Human Anatomy,Video,Gain new skills,View,2024-03-16 19:35:37.842203,87,1040,3.611371380940423,2018,364,9.693130321863082,Economic Principles,MateriMagic
Physics for Beginners,A comprehensive guide to Physics.,Emily Brown,Physics,Intermediate,Video,10.0,0.0,11.0,Physics,737,71,Human Anatomy,Video,Gain new skills,View,2024-03-16 19:35:37.842203,87,1068,3.1223788318879446,2018,364,9.693130321863082,Chemistry Essentials,MusicMagic
Communication Studies Essentials,A comprehensive guide to Communication Studies.,Christopher Anderson,Communication Studies,Beginner,Text,6.0,40.0,18.0,Communication Studies,737,85,Paleontology,Text,Personal interest,View,2024-03-16 19:35:37.842203,87,1013,4.763595789319833,2018,364,9.693130321863082,Supply Chain Management Workshop,AgriApp
Communication Studies Essentials,A comprehensive guide to Communication Studies.,Christopher Anderson,Communication Studies,Beginner,Text,6.0,40.0,18.0,Communication Studies,737,85,Paleontology,Text,Personal interest,View,2024-03-16 19:35:37.842203,87,1040,3.611371380940423,2018,364,9.693130321863082,Nanotechnology Explorations,PhiloForum
Communication Studies Essentials,A comprehensive guide to Communication Studies.,Christopher Anderson,Communication Studies,Beginner,Text,6.0,40.0,18.0,Communication Studies,737,85,Paleontology,Text,Personal interest,View,2024-03-16 19:35:37.842203,87,1068,3.1223788318879446,2018,364,9.693130321863082,Ethical Dilemmas Seminar,PhiloForum
Communication Studies Essentials,A comprehensive guide to Communication Studies.,Christopher Anderson,Communication Studies,Beginner,Text,6.0,40.0,18.0,Communication Studies,737,65,Human Rights,Interactive,Personal interest,View,2024-03-16 19:35:37.842203,87,1013,4.763595789319833,2018,364,9.693130321863082,Aerospace Engineering Explained,GraphiGenius
Communication Studies Essentials,A comprehensive guide to Communication Studies.,Christopher Anderson,Communication Studies,Beginner,Text,6.0,40.0,18.0,Communication Studies,737,65,Human Rights,Interactive,Personal interest,View,2024-03-16 19:35:37.842203,87,1040,3.611371380940423,2018,364,9.693130321863082,Business Administration Bootcamp,PhysicsExplorer
Communication Studies Essentials,A comprehensive guide to Communication Studies.,Christopher Anderson,Communication Studies,Beginner,Text,6.0,40.0,18.0,Communication Studies,737,65,Human Rights,Interactive,Personal interest,View,2024-03-16 19:35:37.842203,87,1068,3.1223788318879446,2018,364,9.693130321863082,Psychology 101,LitLearn
Communication Studies Essentials,A comprehensive guide to Communication Studies.,Christopher Anderson,Communication Studies,Beginner,Text,6.0,40.0,18.0,Communication Studies,737,71,Human Anatomy,Video,Gain new skills,View,2024-03-16 19:35:37.842203,87,1013,4.763595789319833,2018,364,9.693130321863082,Developmental Psychology Workshop,GeoGuru
Communication Studies Essentials,A comprehensive guide to Communication Studies.,Christopher Anderson,Communication Studies,Beginner,Text,6.0,40.0,18.0,Communication Studies,737,71,Human Anatomy,Video,Gain new skills,View,2024-03-16 19:35:37.842203,87,1040,3.611371380940423,2018,364,9.693130321863082,Game Design Workshop,NanoNexus
Communication Studies Essentials,A comprehensive guide to Communication Studies.,Christopher Anderson,Communication Studies,Beginner,Text,6.0,40.0,18.0,Communication Studies,737,71,Human Anatomy,Video,Gain new skills,View,2024-03-16 19:35:37.842203,87,1068,3.1223788318879446,2018,364,9.693130321863082,Agricultural Innovations,NeuroNest
Mastering Statistics,A comprehensive guide to Statistics.,Jennifer Taylor,Statistics,Beginner,Interactive,8.0,0.0,69.0,Statistics,933,46,Robotics,Video,Gain new skills,Bookmark,2024-04-08 19:35:37.842203,63,1013,3.86589961748205,2017,840,2.656432432585599,Game Design Workshop,PharmaPedia
Software Engineering Essentials,A comprehensive guide to Software Engineering.,Jennifer Taylor,Software Engineering,Beginner,Video,10.0,20.0,48.0,Software Engineering,505,62,Urban Planning,Video,Personal interest,Bookmark,2024-03-30 19:35:37.842203,18,1013,4.984161823952805,2011,857,8.7120684148482,Biology Basics,StatMaster
Advanced Developmental Psychology Concepts,A comprehensive guide to Developmental Psychology.,John Doe,Developmental Psychology,Advanced,Text,12.0,40.0,7.0,Developmental Psychology,991,34,Macroeconomics,Text,Advance career,Like,2024-03-23 19:35:37.848231,119,1013,2.057756662922481,2001,248,7.962281518083936,Digital Marketing Strategies,CultAnthro
Advanced Developmental Psychology Concepts,A comprehensive guide to Developmental Psychology.,John Doe,Developmental Psychology,Advanced,Text,12.0,40.0,7.0,Developmental Psychology,991,34,Macroeconomics,Text,Advance career,Like,2024-04-01 19:35:37.853339,12,1013,2.057756662922481,2001,248,7.962281518083936,Psychology 101,GraphiGenius
Introduction to Journalism,A comprehensive guide to Journalism.,John Doe,Journalism,Advanced,Interactive,6.0,50.0,90.0,Journalism,831,16,Astronomy,Interactive,Personal interest,Bookmark,2024-04-08 19:35:37.848231,102,1013,4.275254795292161,2014,192,8.769991961736176,Civil Engineering Principles,MechMaster
Literature Essentials,A comprehensive guide to Literature.,Sarah Davis,Literature,Advanced,Interactive,12.0,0.0,35.0,Literature,1257,58,Physics,Interactive,Gain new skills,Like,2024-03-23 19:35:37.842203,88,1013,4.053032749098248,2005,693,9.108627487784842,Civil Engineering Principles,EnviroEdu
Literature Essentials,A comprehensive guide to Literature.,Sarah Davis,Literature,Advanced,Interactive,12.0,0.0,35.0,Literature,1257,58,Physics,Interactive,Gain new skills,Like,2024-03-23 19:35:37.842203,88,1027,4.175510641761791,2005,693,9.108627487784842,Renewable Energy Solutions,NanoNexus
Literature Essentials,A comprehensive guide to Literature.,Sarah Davis,Literature,Advanced,Interactive,12.0,0.0,35.0,Literature,1257,58,Physics,Interactive,Gain new skills,Like,2024-04-06 19:35:37.848231,87,1013,4.053032749098248,2005,693,9.108627487784842,Agricultural Innovations,PharmaPedia
Literature Essentials,A comprehensive guide to Literature.,Sarah Davis,Literature,Advanced,Interactive,12.0,0.0,35.0,Literature,1257,58,Physics,Interactive,Gain new skills,Like,2024-04-06 19:35:37.848231,87,1027,4.175510641761791,2005,693,9.108627487784842,Literary Classics Review,AstroAdvent
Literature Essentials,A comprehensive guide to Literature.,Sarah Davis,Literature,Advanced,Interactive,12.0,0.0,35.0,Literature,1257,116,Linguistics,Video,Gain new skills,Like,2024-03-23 19:35:37.842203,88,1013,4.053032749098248,2005,693,9.108627487784842,Operations Management Mastery,BioBlitz
Literature Essentials,A comprehensive guide to Literature.,Sarah Davis,Literature,Advanced,Interactive,12.0,0.0,35.0,Literature,1257,116,Linguistics,Video,Gain new skills,Like,2024-03-23 19:35:37.842203,88,1027,4.175510641761791,2005,693,9.108627487784842,Aerospace Engineering Explained,EthicEase
Literature Essentials,A comprehensive guide to Literature.,Sarah Davis,Literature,Advanced,Interactive,12.0,0.0,35.0,Literature,1257,116,Linguistics,Video,Gain new skills,Like,2024-04-06 19:35:37.848231,87,1013,4.053032749098248,2005,693,9.108627487784842,Forensic Science Fundamentals,EngLang
Literature Essentials,A comprehensive guide to Literature.,Sarah Davis,Literature,Advanced,Interactive,12.0,0.0,35.0,Literature,1257,116,Linguistics,Video,Gain new skills,Like,2024-04-06 19:35:37.848231,87,1027,4.175510641761791,2005,693,9.108627487784842,Geology Discovery,DevPsych
Neurobiology Essentials,A comprehensive guide to Neurobiology.,Sarah Davis,Neurobiology,Beginner,Interactive,12.0,40.0,27.0,Neurobiology,1257,58,Physics,Interactive,Gain new skills,Like,2024-03-23 19:35:37.842203,88,1013,4.053032749098248,2005,693,9.108627487784842,Aerospace Engineering Explained,GameGenius
Neurobiology Essentials,A comprehensive guide to Neurobiology.,Sarah Davis,Neurobiology,Beginner,Interactive,12.0,40.0,27.0,Neurobiology,1257,58,Physics,Interactive,Gain new skills,Like,2024-03-23 19:35:37.842203,88,1027,4.175510641761791,2005,693,9.108627487784842,Political Science Crash Course,EconEase
Neurobiology Essentials,A comprehensive guide to Neurobiology.,Sarah Davis,Neurobiology,Beginner,Interactive,12.0,40.0,27.0,Neurobiology,1257,58,Physics,Interactive,Gain new skills,Like,2024-04-06 19:35:37.848231,87,1013,4.053032749098248,2005,693,9.108627487784842,Environmental Science Explorations,PhysicsExplorer
Neurobiology Essentials,A comprehensive guide to Neurobiology.,Sarah Davis,Neurobiology,Beginner,Interactive,12.0,40.0,27.0,Neurobiology,1257,58,Physics,Interactive,Gain new skills,Like,2024-04-06 19:35:37.848231,87,1027,4.175510641761791,2005,693,9.108627487784842,Biology Basics,DevPsych
Neurobiology Essentials,A comprehensive guide to Neurobiology.,Sarah Davis,Neurobiology,Beginner,Interactive,12.0,40.0,27.0,Neurobiology,1257,116,Linguistics,Video,Gain new skills,Like,2024-03-23 19:35:37.842203,88,1013,4.053032749098248,2005,693,9.108627487784842,Geology Discovery,ForenTech
Neurobiology Essentials,A comprehensive guide to Neurobiology.,Sarah Davis,Neurobiology,Beginner,Interactive,12.0,40.0,27.0,Neurobiology,1257,116,Linguistics,Video,Gain new skills,Like,2024-03-23 19:35:37.842203,88,1027,4.175510641761791,2005,693,9.108627487784842,Art History Journey,GraphiGenius
Neurobiology Essentials,A comprehensive guide to Neurobiology.,Sarah Davis,Neurobiology,Beginner,Interactive,12.0,40.0,27.0,Neurobiology,1257,116,Linguistics,Video,Gain new skills,Like,2024-04-06 19:35:37.848231,87,1013,4.053032749098248,2005,693,9.108627487784842,Agricultural Innovations,GraphiGenius
Neurobiology Essentials,A comprehensive guide to Neurobiology.,Sarah Davis,Neurobiology,Beginner,Interactive,12.0,40.0,27.0,Neurobiology,1257,116,Linguistics,Video,Gain new skills,Like,2024-04-06 19:35:37.848231,87,1027,4.175510641761791,2005,693,9.108627487784842,Developmental Psychology Workshop,ChemConnect
Advanced Sports Science Concepts,A comprehensive guide to Sports Science.,Emily Brown,Sports Science,Beginner,Interactive,8.0,0.0,82.0,Sports Science,156,114,Developmental Psychology,Video,Personal interest,Like,2024-03-22 19:35:37.842203,31,1013,2.541970829137901,2006,955,8.17333639020729,Game Theory Fundamentals,SociStudy
Advanced Forensic Science Concepts,A comprehensive guide to Forensic Science.,Emily Brown,Forensic Science,Advanced,Video,8.0,50.0,7.0,Forensic Science,997,50,Economics,Interactive,Gain new skills,View,2024-04-08 19:35:37.848231,70,1014,4.067154998758455,2022,552,7.987719443910988,Philosophical Thinking,NanoNexus
Advanced Forensic Science Concepts,A comprehensive guide to Forensic Science.,Emily Brown,Forensic Science,Advanced,Video,8.0,50.0,7.0,Forensic Science,997,50,Economics,Interactive,Gain new skills,View,2024-04-11 19:35:37.848231,17,1014,4.067154998758455,2022,552,7.987719443910988,Choreography Masterclass,OpMan
Advanced Photography Concepts,A comprehensive guide to Photography.,Michael Wilson,Photography,Beginner,Video,6.0,20.0,32.0,Photography,1254,105,Mechanical Engineering,Interactive,Personal interest,Bookmark,2024-04-14 19:35:37.848231,85,1014,2.053888319404597,2012,132,3.91425998424392,Developmental Psychology Workshop,CognoCraft
Graphic Design Essentials,A comprehensive guide to Graphic Design.,John Doe,Graphic Design,Beginner,Interactive,12.0,30.0,10.0,Graphic Design,92,89,Agriculture,Video,Gain new skills,Like,2024-03-16 19:35:37.853339,56,1015,4.239667243294107,2002,329,5.8258136894140975,Renewable Energy Solutions,NanoNexus
Graphic Design Essentials,A comprehensive guide to Graphic Design.,John Doe,Graphic Design,Beginner,Interactive,12.0,30.0,10.0,Graphic Design,92,89,Agriculture,Video,Gain new skills,Like,2024-03-16 19:35:37.853339,56,1032,1.592271605490606,2002,329,5.8258136894140975,Psychology 101,SociStudy
Graphic Design Essentials,A comprehensive guide to Graphic Design.,John Doe,Graphic Design,Beginner,Interactive,12.0,30.0,10.0,Graphic Design,92,85,Culinary Arts,Text,Gain new skills,Like,2024-03-16 19:35:37.853339,56,1015,4.239667243294107,2002,329,5.8258136894140975,Fashion Design Studio,DevPsych
Graphic Design Essentials,A comprehensive guide to Graphic Design.,John Doe,Graphic Design,Beginner,Interactive,12.0,30.0,10.0,Graphic Design,92,85,Culinary Arts,Text,Gain new skills,Like,2024-03-16 19:35:37.853339,56,1032,1.592271605490606,2002,329,5.8258136894140975,Sociology Insights,NeuroNest
