User ID,Resource ID,Ratings,Time Spent (minutes),Topics/Subjects of Interest,Preferred Learning Formats,Learning Goals/Objectives,Publication Year,Citation Count,Popularity Score
1233,1369,4.197787740220967,90,Choreography,Video,Gain new skills,2009,24,1.5726929619299301
1233,1087,2.033833650527164,35,Conflict Resolution,Video,Personal interest,2004,560,0.1521116750846363
1233,242,3.468182475885224,53,Supply Chain Management,Video,Personal interest,2002,681,8.777109208447584
1233,597,2.1408925382308297,54,Entrepreneurship,Text,Personal interest,2022,997,4.204985199285577
1234,1991,2.1294401807957195,41,Conflict Resolution,Interactive,Advance career,2000,55,4.091020768236124
1234,1873,1.3952600129875186,111,Genetics,Video,Personal interest,2010,603,8.683152962294798
1234,28,1.6327520257556405,88,Business Administration,Video,Personal interest,2005,12,0.7880025055454742
1234,629,4.343180253521792,30,Sports Science,Interactive,Advance career,2008,675,8.297280011998962
1234,829,1.522487121200788,72,Supply Chain Management,Interactive,Advance career,2004,58,5.824166868495539
1234,440,2.8880128628531923,56,Public Health,Interactive,Gain new skills,2010,13,2.3312892436219554
1234,315,4.5015798943252845,114,Nutrition,Text,Personal interest,2016,665,6.83192096415294
1234,562,2.2402186274121068,94,Renewable Energy,Text,Advance career,2020,665,1.182031117189919
1234,1433,2.1603181755749685,70,Geography,Text,Gain new skills,2002,948,8.19335216692935
1234,1470,4.3465547049346345,9,Religious Studies,Text,Gain new skills,2007,300,4.473142934462919
1234,422,2.3520021525521835,87,Urban Planning,Video,Personal interest,2003,551,3.665517768768778
1234,1468,1.7553789135092377,11,Marine Biology,Video,Gain new skills,2018,593,3.7796045379047802
1234,274,1.7487651052055253,26,Wilderness Survival,Text,Personal interest,2020,753,5.23096435195507
1235,863,1.307837694299837,101,Architecture,Text,Gain new skills,2006,235,3.695399099168281
1235,1859,2.428368436680195,33,Social Media Management,Text,Gain new skills,2004,310,5.2459593894777115
1235,1989,3.029686711447549,98,Linguistics,Video,Gain new skills,2011,351,4.049315479074592
1235,1125,4.235322827323357,113,Paleontology,Video,Personal interest,2019,609,8.775683526129821
1235,945,3.5431778221957404,100,Sociology,Interactive,Gain new skills,2014,660,3.8900842409121994
1235,379,3.9210998575317015,111,Developmental Psychology,Text,Gain new skills,2016,907,4.478266607970108
1235,1061,3.8426341733842175,77,Graphic Design,Interactive,Advance career,2019,591,6.519548953174187
1235,1338,4.0510363819842805,55,Wilderness Survival,Interactive,Personal interest,2022,990,9.530874769129023
1235,1098,2.216980480734343,88,Supply Chain Management,Interactive,Personal interest,2004,966,6.287249217225179
1235,823,2.253644313975924,7,Game Theory,Video,Gain new skills,2001,725,6.601177054776111
1235,1944,3.8219568311625705,49,Electrical Engineering,Text,Personal interest,2010,783,8.500775315410284
1236,266,4.5710113930344765,36,Engineering,Video,Gain new skills,2015,399,1.504366137468689
1236,1500,1.83773951807528,102,Marketing,Interactive,Personal interest,2012,501,6.881117528117933
1236,449,4.787021864876985,19,Materials Science,Video,Advance career,2009,315,1.430926614270016
1236,407,1.4331902255733686,9,Cryptocurrency Trading,Video,Advance career,2004,83,4.255703664267079
1236,1759,2.5583724180612304,87,Microeconomics,Video,Personal interest,2011,26,4.418974820985903
1236,1901,3.755956191823507,7,Film Studies,Video,Gain new skills,2015,677,5.000890954252331
1237,436,4.471096079516155,42,Aerospace Engineering,Video,Gain new skills,2001,256,6.867717484162245
1237,1900,1.1766630668231173,29,Interior Design,Video,Gain new skills,2003,947,5.311482070079235
1237,1038,2.991367226177556,43,Environmental Science,Interactive,Personal interest,2011,696,3.1998301310381674
1237,1484,2.4204659602992047,33,Public Relations,Interactive,Personal interest,2018,523,7.601250255361175
1237,1043,3.038760886500849,113,Human Anatomy,Text,Personal interest,2017,504,1.49178070712077
1237,1477,1.6971482320546758,7,History,Text,Personal interest,2014,542,3.1665858749551825
1237,1976,3.432352403828789,39,Astronomy,Interactive,Advance career,2021,171,3.088030688871075
1237,704,1.0732342341198169,7,Sociology,Text,Gain new skills,2021,436,3.53132886042572
1237,1774,4.375779571816729,24,Civil Engineering,Video,Gain new skills,2012,367,0.41443198107988466
1237,704,4.942776271602119,106,Linguistics,Text,Advance career,2021,436,3.53132886042572
1237,1831,1.959126298958552,18,Genetics,Video,Personal interest,2016,473,5.137473861153856
1237,1506,2.759014230139243,9,Quantum Mechanics,Video,Personal interest,2019,151,3.0486666842335532
1238,955,1.7125705110261251,34,Biochemistry,Interactive,Gain new skills,2016,886,9.195349715495933
1238,841,4.446120526952248,98,Supply Chain Management,Video,Personal interest,2001,385,7.579780363008785
1238,924,1.9523098186215608,96,Electrical Engineering,Interactive,Gain new skills,2005,506,1.0515537856751567
1238,1268,2.058996489576941,84,Sports Science,Text,Advance career,2017,817,4.881666498662507
1238,348,2.803154885318263,20,Game Design,Text,Personal interest,2003,533,3.28796095137456
1238,1033,2.440863373443682,100,Data Science,Video,Personal interest,2000,402,9.47318897862498
1238,34,3.638255645189968,103,Art History,Video,Gain new skills,2003,739,8.92433937591253
1238,1772,4.326216686061427,82,Zoology,Interactive,Advance career,2003,753,2.716898652192307
1238,1775,3.3931522986800866,44,Data Science,Interactive,Gain new skills,2002,802,0.2718224754552101
1238,970,2.376295840419891,31,Architecture,Interactive,Advance career,2016,308,2.7100285155242245
1238,728,2.0431319826454777,75,Quantum Mechanics,Text,Gain new skills,2000,7,3.1082665761969452
1238,1815,4.869258797625835,69,Wilderness Survival,Interactive,Advance career,2012,552,2.7474582639802305
1238,9,1.0608047784552943,92,Operations Management,Interactive,Advance career,2000,306,8.195384551170218
1238,321,2.984396444288535,82,Cognitive Science,Video,Gain new skills,2006,784,9.967522939338709
1239,1137,2.391258956716487,40,Fashion Design,Video,Personal interest,2022,201,0.3529075852617036
1239,1233,4.883675655439053,65,Game Design,Text,Gain new skills,2014,455,8.335308290994544
1239,1819,4.73654974403571,114,Statistics,Video,Gain new skills,2011,677,4.100454359221829
1239,1173,1.5872899237996467,69,Theater Arts,Video,Personal interest,2021,968,6.846136084962064
1239,904,4.251648231465117,70,Human Resources Management,Text,Advance career,2020,986,6.476303806302246
1239,1583,3.700580676783474,40,Sports Science,Interactive,Personal interest,2004,509,7.185107165574207
1239,761,3.900566723778536,112,History,Video,Personal interest,2016,262,4.773150149777842
1240,138,2.3823811510251582,114,Marketing,Text,Advance career,2006,23,0.3944207750273454
1240,1039,2.0517595482972437,70,Environmental Science,Video,Advance career,2013,378,6.071007625427823
1240,1601,3.6795645864628863,19,Interior Design,Video,Advance career,2013,993,6.29207197874781
1240,377,2.3336773283574805,112,Biochemistry,Text,Advance career,2021,720,6.291960582662247
1240,88,1.26918347392228,46,Cryptography,Interactive,Personal interest,2018,351,1.8729797892458133
1240,440,1.4136818440174093,8,Medicine,Video,Advance career,2010,13,2.3312892436219554
1240,1346,1.3405641320372852,34,Ethics,Text,Personal interest,2019,721,8.33953941363508
1240,951,2.302988778537635,42,Cryptography,Video,Gain new skills,2004,487,5.118993442299686
1240,858,1.1613104855263838,95,Machine Learning,Interactive,Personal interest,2008,584,6.9535647296252705
1240,1606,3.5499316368691307,111,Medicine,Text,Gain new skills,2013,832,3.15094296639296
1240,627,4.193272685005953,73,Operations Management,Text,Personal interest,2020,88,2.170789539526373
1240,100,4.49203978731431,113,English Language,Text,Personal interest,2003,146,5.56707849877835
1240,1956,4.581160016586583,36,Social Media Management,Text,Advance career,2009,871,4.677043320365552
1240,544,3.262474137735353,68,Literature,Video,Advance career,2019,904,2.808623469210673
1241,1386,2.8272765683282617,98,Wilderness Survival,Interactive,Personal interest,2022,253,0.9969531218678296
1241,389,4.604739465090345,67,Renewable Energy,Interactive,Gain new skills,2013,638,1.3097901192402073
1241,1564,3.5101039195948784,10,Nutrition,Interactive,Gain new skills,2010,493,5.578172794810414
1241,740,3.7672737911950023,105,Sociology,Interactive,Advance career,2014,576,6.10755493865902
1241,1922,1.8975441563828104,57,Philosophy,Interactive,Personal interest,2008,324,8.783637564716427
1241,1873,3.940422091526923,100,Game Theory,Interactive,Advance career,2010,603,8.683152962294798
1241,1618,1.9285543697783896,90,Engineering,Interactive,Personal interest,2006,829,0.5112837029520412
1241,309,4.915817560879355,95,Macroeconomics,Text,Advance career,2009,289,0.5680484065009006
1241,536,3.009423736846899,112,Economics,Text,Personal interest,2012,682,7.449810748801462
1241,539,2.482242539174233,84,Electrical Engineering,Text,Gain new skills,2015,82,3.861183411150335
1241,657,4.334341196859199,81,Macroeconomics,Video,Personal interest,2007,133,2.415098613359711
1241,1529,4.883113240986834,111,Industrial Psychology,Interactive,Gain new skills,2003,263,9.846864234373424
1242,794,2.433230135769289,78,Linguistics,Interactive,Personal interest,2004,930,1.0842857412609508
1242,1217,4.196621140655953,70,Conflict Resolution,Video,Personal interest,2022,921,7.045249373260503
1242,1653,3.2821777102947847,100,Agriculture,Text,Gain new skills,2003,682,1.7965867104536504
1242,877,4.433910903064163,16,Human Anatomy,Video,Personal interest,2004,254,6.816614656785733
1242,115,1.929019070632902,18,Religious Studies,Text,Advance career,2013,217,2.0817993999021365
1242,901,1.6326200987091397,100,Cognitive Science,Text,Gain new skills,2006,72,7.06161209363605
1242,1410,3.3259709247383555,86,Paleontology,Text,Personal interest,2003,911,9.09947251944169
1242,830,3.986964952746357,21,Architecture,Text,Advance career,2013,257,9.856737755919822
1242,1690,2.6885619048105664,86,Literature,Video,Gain new skills,2017,741,0.5057345273246283
1242,382,4.294480330456006,26,Organizational Behavior,Video,Personal interest,2011,137,9.865705617934852
1242,1753,2.065007033613052,80,Music Theory,Interactive,Personal interest,2000,721,7.968871323498442
1243,1438,1.6421546676466,73,Culinary Arts,Text,Gain new skills,2009,104,4.29614812688238
1243,1070,1.3278749034951152,91,Interior Design,Text,Personal interest,2018,927,6.8282779754629885
1243,1605,4.6336102286957495,25,Civil Engineering,Video,Gain new skills,2012,377,4.0358295397760635
1243,11,4.700094173600192,40,Cryptography,Interactive,Advance career,2010,215,6.7784232339288195
1243,1216,2.7018973873596672,99,English Language,Video,Gain new skills,2020,11,1.1182175140441641
1243,544,1.1469901181911957,116,Physics,Text,Advance career,2019,904,2.808623469210673
1243,240,1.40154103766106,93,Mechanical Engineering,Video,Gain new skills,2021,635,3.143236659763603
1243,1984,2.6347237977657905,18,Agriculture,Video,Gain new skills,2005,531,7.663197375601052
1243,992,2.336844140711394,118,Conflict Resolution,Text,Gain new skills,2022,118,8.35932045036124
1243,30,2.486410099784798,21,Education,Interactive,Gain new skills,2009,990,6.230510925068591
1243,761,3.78810908146146,109,Photography,Text,Advance career,2016,262,4.773150149777842
1243,818,4.1483250674271535,92,Chemistry,Video,Personal interest,2008,738,4.217696597798031
1243,1923,4.993124613968185,99,Interior Design,Interactive,Gain new skills,2000,118,7.808157940847366
1243,1131,3.047969690179574,65,History,Video,Advance career,2015,398,1.3912952319488647
1243,379,3.576951588163197,5,Interior Design,Video,Advance career,2016,907,4.478266607970108
1244,1426,3.810699096047249,36,Journalism,Text,Personal interest,2012,496,7.302486543867154
1244,1018,2.368956408896178,72,Culinary Arts,Interactive,Advance career,2003,551,8.268628672571442
1244,451,2.1685825749977403,105,Computer Science,Interactive,Gain new skills,2017,224,1.7649413605125663
1244,1945,1.4325727908397567,5,Environmental Science,Video,Advance career,2004,434,2.57968997703606
1244,761,1.5252170509406486,116,Robotics,Video,Gain new skills,2016,262,4.773150149777842
1244,1041,1.0360720338464064,22,Geology,Interactive,Gain new skills,2000,398,1.316828478897335
1244,1348,4.099363379622938,35,Urban Planning,Interactive,Gain new skills,2008,12,2.208807903466022
1245,1433,4.90299699450377,100,Software Engineering,Text,Advance career,2002,948,8.19335216692935
1245,624,2.175982734021376,64,Conflict Resolution,Interactive,Gain new skills,2000,469,7.730228447846441
1245,1858,1.2192922185181905,54,Materials Science,Text,Gain new skills,2005,943,2.4682636189640017
1245,1111,1.595841810785823,65,Public Relations,Video,Personal interest,2020,159,2.0774060891993917
1245,1759,3.889015575493409,56,Sports Science,Video,Advance career,2011,26,4.418974820985903
1245,1070,3.875549313046415,23,Film Studies,Video,Personal interest,2018,927,6.8282779754629885
1245,1139,1.219869096070128,8,Quantum Mechanics,Video,Personal interest,2012,586,8.992315211486988
1246,812,4.395282513696883,71,Linguistics,Interactive,Advance career,2021,190,0.04773533511943984
1246,1218,1.8606189942777809,46,Public Relations,Interactive,Personal interest,2004,265,8.73269300197212
1246,463,1.799807952996633,94,Geology,Interactive,Personal interest,2002,265,2.251540161995665
1246,1423,1.2488950105615872,106,Theater Arts,Interactive,Personal interest,2017,154,5.656244203273509
1246,257,3.1209678533538945,60,Photography,Text,Advance career,2000,322,7.483012640082971
1246,480,1.751590584191118,95,Chemistry,Interactive,Advance career,2012,972,9.832040553219475
1246,24,2.0607685018302044,113,Ethics,Interactive,Personal interest,2001,285,8.891236850858597
1246,184,3.77502585520206,107,Business Administration,Interactive,Gain new skills,2012,187,7.977984523826098
1246,675,3.716276073920093,43,Medicine,Text,Personal interest,2020,138,3.9298618387881756
1246,168,4.505056048951963,58,Anthropology,Video,Gain new skills,2002,460,4.408694398445812
1246,1178,1.017882127668405,21,Entrepreneurship,Text,Gain new skills,2002,931,4.518258083508972
1247,239,2.00980981367986,25,Social Media Management,Text,Advance career,2004,235,9.75108658320002
1247,459,1.0179735877034737,13,Photography,Text,Personal interest,2002,963,5.317262440902544
1247,1803,4.631083556071334,93,Electrical Engineering,Text,Personal interest,2004,915,4.24289347975756
1247,388,1.9080834190760263,117,Engineering,Video,Personal interest,2020,158,4.158602537339927
1247,464,4.329398957764648,21,Organizational Behavior,Text,Personal interest,2019,675,9.850289697070988
1248,980,4.324325313175553,35,Microeconomics,Video,Advance career,2008,398,7.286756005228725
1248,1202,2.813033355109691,33,Entrepreneurship,Video,Personal interest,2002,169,9.588184843950925
1248,597,3.516833672029641,114,Quantum Mechanics,Video,Personal interest,2022,997,4.204985199285577
1248,660,1.2175214313052345,98,Linguistics,Text,Gain new skills,2013,965,7.360471822087432
1248,204,3.0548102884387798,87,Culinary Arts,Video,Gain new skills,2002,186,3.0584808366520564
1248,1759,3.1586120066535908,83,Behavioral Economics,Text,Gain new skills,2011,26,4.418974820985903
1248,1004,4.376978762361736,120,Electrical Engineering,Video,Gain new skills,2017,234,5.46508366494966
1248,1713,1.010890582631391,115,Electrical Engineering,Text,Gain new skills,2010,360,4.622620232481896
1248,722,2.288785231448015,15,Biochemistry,Video,Gain new skills,2007,725,5.212479815880535
1248,462,4.33654003213666,45,Urban Planning,Video,Gain new skills,2011,125,0.6870492468407841
1249,1413,4.464971425869717,114,Medicine,Text,Personal interest,2016,277,7.791074767290276
1249,766,3.1459144437817472,98,Public Health,Text,Advance career,2013,860,9.894177996337302
1249,76,1.75504547928417,45,Architecture,Text,Personal interest,2007,561,5.606517249615061
1249,673,1.4998165990268904,100,Linguistic Anthropology,Text,Gain new skills,2003,847,2.6709497849652197
1249,114,3.927327076090077,120,Data Science,Video,Personal interest,2014,126,1.8165627315731658
1249,924,2.229049686909736,22,Linguistics,Text,Personal interest,2005,506,1.0515537856751567
1249,1858,1.7843193684521808,17,Geography,Text,Advance career,2005,943,2.4682636189640017
1249,1706,1.8785477443427467,30,Engineering,Video,Gain new skills,2000,923,3.6003991458215765
1249,246,1.807527865525537,34,Data Science,Interactive,Gain new skills,2010,664,7.343186808146425
1249,740,1.0306849899723516,6,Economics,Interactive,Advance career,2014,576,6.10755493865902
1249,1904,2.249334736380136,38,Geography,Text,Advance career,2021,427,3.9179054619606646
1249,575,2.103046391188118,75,Linguistic Anthropology,Text,Advance career,2021,580,6.062141150339228
1249,931,1.2271434068391054,71,Neurobiology,Video,Personal interest,2002,253,0.8835681173153442
1249,313,3.2472107372623964,88,Quantum Mechanics,Interactive,Personal interest,2011,451,8.126094217422203
1249,1732,3.7616268352035065,13,Economics,Text,Advance career,2018,377,4.947497245466029
1250,546,1.2918050048777587,80,Neurobiology,Video,Advance career,2021,353,2.1607531355456864
1250,1074,2.740838909371361,46,Sports Science,Interactive,Personal interest,2001,644,3.2584529495986017
1250,1305,4.267949669821514,33,Computer Science,Interactive,Advance career,2009,58,2.62757529628048
1250,1962,2.365552601485403,117,Urban Planning,Interactive,Advance career,2010,272,8.748870274564831
1250,1708,4.543110412008369,29,Deep Learning,Interactive,Personal interest,2001,698,4.88419777359071
1250,108,4.722503756418023,32,Supply Chain Management,Video,Advance career,2021,625,4.6124465109331245
1251,70,1.276313537380275,92,Agriculture,Interactive,Personal interest,2015,766,7.299713890505829
1251,1626,1.672718849763592,81,Paleontology,Interactive,Advance career,2003,540,3.3447534787683764
1251,1620,1.8202811097404763,43,Public Health,Video,Advance career,2003,957,5.480767609527431
1251,994,2.1795110466173666,15,Engineering,Text,Advance career,2008,663,0.1997369905442259
1251,236,2.34739176458265,26,Behavioral Economics,Text,Personal interest,2017,490,0.5910802309833296
1251,1197,2.405350291812564,65,Mathematics,Interactive,Personal interest,2022,793,5.231963563711911
1251,772,3.4068123832762023,80,Education,Text,Gain new skills,2003,292,1.1717799728617584
1251,219,2.5452371531712337,39,Organizational Behavior,Video,Gain new skills,2009,822,3.41289055714868
1251,2000,3.853057511353681,39,Quantum Mechanics,Interactive,Advance career,2011,36,1.8316192040393542
1251,781,4.021190183714181,96,Cybersecurity,Text,Gain new skills,2009,602,7.221360466238986
1251,665,2.4999917165979983,81,Pharmacology,Interactive,Gain new skills,2000,383,4.626102991017424
1251,1624,4.917887053618449,26,Economics,Text,Personal interest,2021,804,4.203662757040468
1251,1057,4.699150054207243,109,Sports Science,Text,Personal interest,2000,981,0.01399242401009082
1251,1865,2.59999571662352,100,Microeconomics,Text,Advance career,2003,322,5.356553782095363
1251,593,1.0648388258536805,80,Choreography,Video,Gain new skills,2006,462,2.565454842921705
1252,317,1.6614434807804774,76,Physics,Text,Gain new skills,2015,720,6.83701645403398
1252,828,4.690250561826151,110,International Relations,Text,Personal interest,2019,415,8.073416162742438
1252,1292,3.807304530774362,25,Ethics,Video,Personal interest,2016,90,4.648310826647898
1252,1328,4.566721926404894,30,Interior Design,Interactive,Gain new skills,2010,930,5.071522475824224
1252,187,1.7214767625799197,45,Brand Management,Video,Gain new skills,2016,642,6.658295688058411
1252,73,1.1968581399765177,65,Entrepreneurship,Video,Advance career,2002,879,3.3475671512710745
1252,1490,4.390473132922959,44,Urban Planning,Video,Advance career,2002,808,6.301788911700679
1253,730,1.015876089723605,108,Microeconomics,Text,Personal interest,2007,512,0.910690856675751
1253,588,4.625757492912079,59,Data Science,Video,Gain new skills,2007,487,5.4852897356274735
1253,1546,4.381577429313187,50,Human Resources Management,Interactive,Personal interest,2001,24,6.045856074713027
1253,514,1.6623705646887776,43,Marketing,Text,Advance career,2010,786,3.8807679429712536
1253,26,3.626397836808789,71,Anthropology,Text,Gain new skills,2022,419,2.052371928999025
1253,243,3.279293006889766,115,Cultural Studies,Video,Advance career,2009,331,1.1737099004119123
1253,1305,2.821115024596417,55,Paleontology,Interactive,Gain new skills,2009,58,2.62757529628048
1253,1232,4.504292133242723,5,Pharmacology,Interactive,Personal interest,2020,372,2.886026082868466
1253,561,3.4487535925070283,37,Political Science,Video,Gain new skills,2004,375,9.346949745760508
1253,1388,3.6051715689869335,79,Agriculture,Text,Personal interest,2002,740,6.8338178577098985
1253,1518,2.3438666515689897,16,Cryptography,Interactive,Advance career,2014,612,3.912518891031355
1254,669,3.102101712756399,6,Linguistic Anthropology,Text,Advance career,2000,132,6.206966896237208
1254,553,2.492577953925516,110,Software Engineering,Text,Advance career,2008,567,8.91425940112864
1254,1735,2.602998545351339,30,Human Resources Management,Video,Gain new skills,2018,119,7.812140036333633
1254,85,3.501366279082456,68,Law,Text,Personal interest,2021,955,3.89856896214679
1254,331,3.717102311118396,106,Linguistics,Text,Gain new skills,2004,846,1.670540442099211
1254,519,1.7844996161776212,80,Quantum Mechanics,Interactive,Personal interest,2017,285,2.530178478021623
1254,318,4.429791823732104,36,Software Engineering,Video,Advance career,2000,752,1.3615926480798224
1254,1966,1.175539291044728,52,Sociology,Text,Advance career,2018,55,2.158406277107937
1254,140,3.5690569731390926,89,Wilderness Survival,Interactive,Gain new skills,2009,526,6.699716645566704
1254,1693,4.452478784927018,66,Political Science,Text,Gain new skills,2016,922,0.8891226568450616
1254,1195,2.5101818975264667,120,International Relations,Interactive,Gain new skills,2020,335,5.686752863129617
1255,1264,4.353053331752285,81,Industrial Psychology,Text,Personal interest,2018,917,7.2471178185877445
1255,66,3.02476992173738,56,Electrical Engineering,Video,Advance career,2018,800,0.8937732146605493
1255,208,1.9616171557855877,75,English Language,Text,Gain new skills,2009,165,5.680226002386631
1255,682,4.796349268422657,51,Geology,Interactive,Advance career,2015,34,1.0247001763687646
1255,1501,4.398854530286073,13,Photography,Text,Advance career,2019,743,9.155443889915963
1255,1497,1.0275173458723157,61,Mathematics,Video,Advance career,2017,610,9.560144539975434
1255,527,1.154313267872423,58,Machine Learning,Text,Personal interest,2018,414,9.742493155078632
1255,323,3.563864640535832,24,Marketing,Video,Gain new skills,2003,488,8.74598010238959
1255,1245,3.741431793853581,96,Astronomy,Text,Personal interest,2016,486,6.867119637615536
1255,1013,2.0361580328425397,50,Culinary Arts,Text,Gain new skills,2006,527,6.602936243427711
1256,602,3.521160083157136,102,Developmental Psychology,Video,Personal interest,2004,240,0.019231836006186054
1256,1831,2.991610825780392,81,Operations Management,Video,Advance career,2016,473,5.137473861153856
1256,1742,4.774091929996756,79,Geology,Interactive,Advance career,2014,976,2.7009398370958104
1256,685,4.027020868387429,120,Industrial Psychology,Interactive,Advance career,2013,922,9.175937787385758
1256,779,1.767726961476765,12,Developmental Psychology,Video,Advance career,2000,11,9.992763101086993
1256,1707,2.913804196749852,113,Linguistics,Interactive,Advance career,2008,531,4.485845424478059
1256,1360,1.3989799656001618,41,Urban Planning,Text,Gain new skills,2019,634,6.648321299797266
1256,1594,3.3387388227289567,52,Biology,Video,Personal interest,2018,481,8.53025116557918
1256,299,4.98837830465617,34,Industrial Psychology,Interactive,Gain new skills,2019,288,0.33623142951118234
1256,1004,2.714527853565847,18,Deep Learning,Text,Personal interest,2017,234,5.46508366494966
1256,584,4.650485939044375,60,Theater Arts,Interactive,Advance career,2001,49,2.4138352460405677
1256,1292,2.674236174174227,53,Developmental Psychology,Video,Gain new skills,2016,90,4.648310826647898
1256,350,1.555285702517864,53,Physics,Text,Advance career,2017,676,4.443906243577448
1256,665,1.2251312182025431,48,Business Administration,Video,Personal interest,2000,383,4.626102991017424
1256,674,3.8563495392997167,84,Music Composition,Video,Gain new skills,2011,776,5.603176769128013
1257,236,1.8479767158613485,5,Art History,Interactive,Personal interest,2017,490,0.5910802309833296
1257,1555,3.25242837123198,111,Pharmacology,Video,Personal interest,2011,647,6.004280570622686
1257,1083,1.9690183527515328,17,Conflict Resolution,Text,Gain new skills,2021,936,8.984875539470492
1257,1130,1.6620193496605995,61,Philosophy,Text,Advance career,2018,762,1.5016339627685105
1257,1158,4.499009371100769,107,Communication Studies,Interactive,Personal interest,2003,667,8.17817222934299
1257,1951,3.3856454701946217,52,Tax Law,Text,Gain new skills,2003,550,2.7989350254131864
1258,234,2.710593142689906,38,Religious Studies,Video,Advance career,2005,163,6.394791017366997
1258,1480,2.12491140037842,71,Physics,Interactive,Gain new skills,2018,981,0.26529963359739783
1258,477,1.4577978613708318,75,Physics,Text,Personal interest,2004,571,6.451665522385114
1258,1918,4.952919454459345,89,Marine Biology,Text,Gain new skills,2010,236,8.535310198025153
1258,1197,2.5271963833285973,78,Neurobiology,Video,Advance career,2022,793,5.231963563711911
1258,1759,4.267830454122487,72,Civil Engineering,Video,Personal interest,2011,26,4.418974820985903
1258,1693,1.7215882060545598,62,Brand Management,Text,Personal interest,2016,922,0.8891226568450616
1259,1540,3.2679811703089907,55,Paleontology,Video,Gain new skills,2003,33,9.562456609565618
1259,1656,3.5078705910936407,49,Robotics,Text,Advance career,2013,149,7.375258595877688
1259,1672,3.2350877242964406,53,Interior Design,Text,Gain new skills,2000,285,5.094769489421891
1259,582,2.1352629116241038,50,Economics,Interactive,Personal interest,2009,778,1.12573783045409
1259,1544,1.998642864190228,40,Brand Management,Text,Gain new skills,2000,729,3.5400288286268844
1259,864,1.7615600878371032,118,Paleontology,Video,Personal interest,2018,125,2.1976149395902187
1259,364,3.047886563163196,85,Art History,Video,Advance career,2010,200,4.487371989424639
1259,530,4.0089960578836354,120,Social Media Management,Text,Gain new skills,2004,825,4.936794460557556
1259,168,3.3022463269239406,90,Physics,Video,Advance career,2002,460,4.408694398445812
1259,1612,1.040345092297806,22,Cryptocurrency,Interactive,Personal interest,2004,96,5.877414740323388
1259,1085,4.070920727136329,82,Political Science,Video,Advance career,2020,979,9.214502493548322
1260,169,3.729218967869554,34,Philosophy,Text,Personal interest,2013,352,5.7729835204294835
1260,30,4.01592387956496,112,Engineering,Text,Personal interest,2009,990,6.230510925068591
1260,1042,2.111630236492054,104,History,Interactive,Personal interest,2021,999,2.8607987914824786
1260,311,4.95095854665596,106,Physics,Video,Personal interest,2019,758,6.580799326809103
1260,441,3.666727100252004,5,Supply Chain Management,Interactive,Personal interest,2007,288,5.988809232436486
1260,953,4.927470739852252,82,Environmental Science,Interactive,Personal interest,2000,755,8.086572844911714
1260,1701,1.775585263523388,35,Quantum Mechanics,Text,Advance career,2011,684,0.6779153567491647
1260,1017,3.464440618708604,7,Cryptography,Text,Personal interest,2015,868,0.4522426258614065
1260,530,3.321660869706775,93,Nutrition,Interactive,Personal interest,2004,825,4.936794460557556
1260,702,4.419597508609931,12,Ethics,Interactive,Personal interest,2014,896,8.549596994586311
1260,1264,3.2135284655210103,57,Cultural Studies,Video,Gain new skills,2018,917,7.2471178185877445
1260,115,3.8530073402868177,117,Biology,Text,Personal interest,2013,217,2.0817993999021365
1260,1560,4.822838397122855,62,Quantum Mechanics,Interactive,Gain new skills,2007,648,7.942868214852767
1261,1969,4.517281586439784,109,Civil Engineering,Video,Advance career,2021,524,6.735304964364327
1261,774,3.4097237622597008,119,Cognitive Science,Video,Personal interest,2017,468,6.987562423714509
1261,339,4.255330527024635,91,International Relations,Video,Advance career,2012,510,5.187354478346093
1261,614,3.0034991315672936,72,Culinary Arts,Text,Personal interest,2021,835,5.368779369103058
1261,299,2.912581519889693,30,Zoology,Text,Advance career,2019,288,0.33623142951118234
1261,796,1.6617516565047672,100,Human Anatomy,Text,Gain new skills,2002,453,0.4829623064558852
1262,18,2.346365275611845,17,Brand Management,Text,Personal interest,2001,61,8.571420212434065
1262,1095,4.644624102934099,49,Quantum Mechanics,Video,Gain new skills,2018,841,9.610292797895495
1262,1541,3.039977786808511,43,Organizational Behavior,Video,Personal interest,2002,427,2.425013519815016
1262,1592,1.9708219920778005,52,Culinary Arts,Video,Personal interest,2001,606,0.017584118866054155
1262,1937,2.806123089384343,28,Ethics,Text,Personal interest,2003,395,1.230649454958268
1262,120,2.9674711042670747,38,Theater Arts,Text,Advance career,2002,536,2.719988808151932
1262,178,1.4011893108227669,56,Zoology,Text,Personal interest,2017,598,7.7112869154272365
1262,588,1.446208419933972,50,Organizational Behavior,Interactive,Advance career,2007,487,5.4852897356274735
1262,1284,4.915633211336183,105,Education,Interactive,Personal interest,2011,314,2.302812647112712
1262,637,1.831265614010786,20,Cognitive Science,Interactive,Advance career,2018,505,4.605651087491188
1262,920,2.489647080417127,115,Mechanical Engineering,Video,Gain new skills,2016,753,4.680465207670431
1262,971,1.0283320389113642,45,English Language,Text,Advance career,2003,813,1.4213948845152269
1263,53,4.756210380758445,66,Sociology,Video,Gain new skills,2009,378,3.9348886255455096
1263,705,3.924754902236306,94,Architecture,Interactive,Gain new skills,2003,887,8.146194541117609
1263,1982,1.6598989841101894,90,Cryptocurrency Trading,Interactive,Gain new skills,2000,242,6.496853403738243
